更新日期,验证复现,集成开发,集成路径,POC名称,exp/poc文件名称,文件路径,语言,影响品牌,设备类型,设备型号,漏洞名称,CVE编号,发布时间,验证日期,漏洞地址,漏洞类型,备注,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/29,————,V,routersploit/routersploit/modules/exploits/routers/cisco/CVE-2000-0380.pl,,CVE-2000-0380.pl,exp/routers/Cisco/CVE-2000-0380.pl,Perl,Cisco,路由设备,Cisco IOS 11.x / 12.x,Cisco IOS 11.x/12.x - HTTP %%,CVE-2000-0380,2000/4/26,2020/3/4,https://www.exploit-db.com/exploits/19882,Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/6,×,,,,,,,Netopia,路由设备,R-series Routers 4.6.2,Netopia R-series Routers 4.6.2 - Modifying SNMP Tables,CVE-2000-0379,2000/5/16,2020/3/4,https://www.exploit-db.com/exploits/19901,Remote,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/6,×,,,,,,,Cayman,路由设备,3220-H DSL Router 1.0/GatorSurf 5.3,Cayman 3220-H DSL Router 1.0/GatorSurf 5.3 - Denial of Service,CVE-2000-0417,2000/5/17,2020/3/4,https://www.exploit-db.com/exploits/19923,Dos,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/6,×,,,,,,,D-Link,路由设备,D-Link Dl-704 2.56 b5,D-Link Dl-704 2.56 b5 - IP Fragment Denial of Service,CVE-2001-1137,2000/5/23,2020/3/4,https://www.exploit-db.com/exploits/21103,Dos,poc运行未成功，未修改成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/6,×,,,,,,,Allegro,路由设备,Allegro RomPager 2.10,Allegro RomPager 2.10 - URL Request Denial of Service,CVE-2000-0470,2000/6/1,2020/3/4,https://www.exploit-db.com/exploits/10237,Dos,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/6,×,,,,,,,Check Point,路由设备,Check Point Software Firewall-1 3.0/1.4.0/1.4.1 ,Check Point Software Firewall-1 3.0/1.4.0/1.4.1 - Spoofed Source Denial of Service,,2000/7/5,2020/3/4,https://www.exploit-db.com/exploits/20050,Dos,poc运行未成功，未修改成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/6,×,,,,,,,F5 Firepass,防火墙,Firepass 4100 SSL VPN,F5 Firepass 4100 SSL VPN - Cross-Site Scripting,CVE-2006-1357,2006/3/21,2020/3/5,https://www.exploit-db.com/exploits/27452,Remote,后续需编写POC  https://www.securityfocus.com/bid/17175/info      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/4/3,————,V,routersploit/routersploit/modules/exploits/routers/OCE/CVE-2006-2108.pl,,CVE-2006-2108.pl,exp\printer\OCE\CVE-2006-2108.pl,Perl,OCE,打印机,OCE 3121/3122,OCE 3121/3122 Printer - 'parser.exe' Denial of Service,CVE-2006-2108,2006/4/26,2020/3/5,https://www.exploit-db.com/exploits/1718,Dos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/6,×,,,,,,,PIX,防火墙,PIX Firewall 2.7/3.x/4.x/5,PIX Firewall 2.7/3.x/4.x/5 - Forged TCP RST,CVE-2000-0613,2000/7/10,2020/3/5,https://www.exploit-db.com/exploits/20067,Remote,poc运行未成功，未修改成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/6,×,,,,,,,HP,打印机,HP JetDirect J3111A,HP JetDirect J3111A - Invalid FTP Command Denial of Service,CVE-2000-0636,2000/7/19,2020/3/5,https://www.exploit-db.com/exploits/20090,Dos,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/6,×,,,,,,,Cisco,防火墙,Cisco PIX Firewall 4.x/5.x,Cisco PIX Firewall 4.x/5.x - SMTP Content Filtering Evasion,CVE-2000-1022,2000/9/19,2020/3/5,https://www.exploit-db.com/exploits/20231,Remote,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/6,×,,,,,,,Cisco,防火墙,Cisco PIX Firewall 5.2,Cisco PIX Firewall 5.2 - PASV Mode FTP Internal Address Disclosure,CVE-2000-1027,2000/10/3,2020/3/5,https://www.exploit-db.com/exploits/20369,Remote,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/6,×,,,,,,,Intel,电子邮件设备,Intel InBusiness eMail Station 1.4.87,Intel InBusiness eMail Station 1.4.87 - Denial of Service,CVE-2000-0989,2000/10/20,2020/3/5,https://www.exploit-db.com/exploits/20328,Dos,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/6,×,,,,,,,Cisco,网关设备,Cisco 1003、1004和1005路由器,"	Cisco IOS 12 - Software '?/' HTTP Request Denial of Service",CVE-2000-0984,2000/10/25,2020/3/5,https://www.exploit-db.com/exploits/20323,Dos,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/6,×,,,,,,,Cisco,管理软件,Cisco Virtual Central Office 4000 (VCO/4K) 5.1.3,Cisco Virtual Central Office 4000 (VCO/4K) 5.1.3 - Remote Username / Password Retrieval,CVE-2000-0955,2000/10/26,2020/3/5,https://www.exploit-db.com/exploits/20372,Remote,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/29,————,V,routersploit/routersploit/modules/exploits/switch/cisco/CVE-2000-0945.pl,,CVE-2000-0945.pl,exp/Switch/CVE-2000-0945.pl,Perl,Cisco,交换机,Cisco Catalyst 3500 XL,Cisco Catalyst 3500 XL - Arbitrary Command Execution,CVE-2000-0945,2000/10/26,2020/3/5,https://www.exploit-db.com/exploits/20330,Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/29,————,V,routersploit/routersploit/modules/exploits/switch/cisco/CVE-2000-0041.pl,,CVE-2000-0041.pl,exp/Switch/CVE-2000-0041.pl,Perl,Cisco,交换机,Cisco Catalyst 4000 4.x/5.x / Catalyst 5000 4.5/5.x / Catalyst 6000 5.x ,"	Cisco Catalyst 4000 4.x/5.x / Catalyst 5000 4.5/5.x / Catalyst 6000 5.x - Memory Leak Denial of Service",CVE-2001-0041,2000/12/6,2020/3/5,https://www.exploit-db.com/exploits/20473,Dos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/4/3,————,V,routersploit/routersploit/modules/exploits/routers/watchguard/CVE-2001-0049.pl,,CVE-2001-0049.pl,exp/firewall/CVE-2001-0049.pl,Perl,Watchguard,防火墙,Watchguard SOHO 2.2,Watchguard SOHO 2.2 - Denial of Service,CVE-2001-0049,2000/12/8,2020/3/5,https://www.exploit-db.com/exploits/20487,Dos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/4/3,————,V,routersploit/routersploit/modules/exploits/routers/cisco/CVE-2001-0080.pl,,CVE-2001-0080.pl,exp/firewall/CVE-2001-0080.pl,Perl,Cisco,防火墙,Cisco Catalyst 4000/5000/6000 6.1,Cisco Catalyst 4000/5000/6000 6.1 - SSH Protocol Mismatch Denial of Service,CVE-2001-0080,2000/12/13,2020/3/5,https://www.exploit-db.com/exploits/20509,Dos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/6,————,,,,CVE-2014-9583.rb,exp/firewall/Asus/CVE-2014-9583.rb,Ruby,Asus,防火墙,ASUS RT-N12E,ASUS infosvr - Authentication Bypass Command Execution,CVE-2014-9583,2018/4/24,2020/3/6,https://www.exploit-db.com/exploits/44524,Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/6,————,,,,telnet_enable.rb,exp/routers/Netgear/telnet_enable.rb,Ruby,NETGEAR,路由设备,未描述版本号,NETGEAR - 'TelnetEnable' Magic Packet,————————,2018/3/5,2020/3/6,https://www.exploit-db.com/exploits/44245,Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/6,————,,,,CVE-2018-6000.rb,exp/routers/Asus/CVE-2018-6000.rb,Ruby,Asus,路由设备,RT-AC68U,AsusWRT LAN - Remote Code Execution,CVE-2018-6000;CVE-2018-5999,2018/2/26,2020/3/6,https://www.exploit-db.com/exploits/44176,Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/16,————,V,routersploit/routersploit/modules/exploits/NAS/synology/cve-2017-11155.py,,synology_rce.py,exp/NAS/synology/synology_rce.py,Python,Synology ,NAS,Synology Photo Station 6.8.2-3461,Synology Photo Station 6.8.2-3461 - 'SYNOPHOTO_Flickr_MultiUpload' Race Condition File Write Remote Code Execution,————————,2018/1/15,2020/3/6,https://www.exploit-db.com/exploits/43609,Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/6,×,,,,,,C,AMD/ARM/Intel,CPU,AMD/ARM/Intel,Multiple CPUs - Information Leak Using Speculative Execution,————————,2018/1/10,2020/3/6,https://www.exploit-db.com/exploits/43490,Dos,poc运行报错，未调试成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/6,×,,,,,,,ZTE,路由设备,ZTE ZXDSL 831CII,ZTE ZXDSL 831CII - Improper Access Restrictions,CVE-2017-16953,2017/11/27,2020/3/6,https://www.exploit-db.com/exploits/43188,Webapps,poc已失效，未找到可用poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/22,————,V,routersploit/routersploit/modules/exploits/routers/dlink/cve-2017.9675.sh,,CVE-2017-9675.sh,exp/routers/D-Link/CVE-2017-9675.sh,Bash shell,D-Link,路由设备,D-Link DIR605L <=2.08,D-Link DIR-605L < 2.08 - Denial of Service,CVE-2017-9675,2017/11/14,2020/3/6,https://www.exploit-db.com/exploits/43147,Dos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/6,————,,,,netgear_rce.rb,exp/routers/netgear/netgear_rce.rb,Ruby,Netgear,路由设备,"Netgear DGN1000 firmware versions up to 1.1.00.48, and DGN2000v1 models",Netgear DGN1000 1.1.00.48 - 'Setup.cgi' Remote Code Execution,————————,2017/10/25,2020/3/6,https://www.exploit-db.com/exploits/43055,Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/6,————,,,,qnap_command Execution.rb,exp/NAS/QNAP/qnap_command Execution.rb,Ruby,QNAP,NAS,QNAP TS-431 with firmware version 4.3.3.0262 (20170727),QNAP Transcode Server - Command Execution,————————,2017/8/29,2020/3/6,https://www.exploit-db.com/exploits/42587,Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/6,————,,,,cve-2017-11155.py,exp/NAS/synology/cve-2017-11155.py,Python,Synology ,NAS,Synology Photo Station 6.7.3-3432 / 6.3-2967,Synology Photo Station 6.7.3-3432 / 6.3-2967 - Remote Code Execution,CVE-2017-11155;CVE-2017-11154;CVE-2017-11153;CVE-2017-11152;CVE-2017-11151,2017/8/8,2020/3/6,https://www.exploit-db.com/exploits/42434,Webapps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,————,,,,WePresent_WiPG.rb,exp/gateway/wePresent/Wepresent_WiPG.rb,Ruby,wePresent,网关设备,Version 2.0.0.7  、 2.2.3.0,WePresent WiPG-1000 - Command Injection,————————,2017/4/25,2020/3/9,https://www.exploit-db.com/exploits/41935,Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,————,,,,Huawei_inject.rb,exp/routers/Huawei/Huawei_inject.rb,Ruby,Huawei,路由设备,Huawei HG532n,Huawei HG532n - Command Injection,————————,2017/4/19,2020/3/9,https://www.exploit-db.com/exploits/41895,Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,————,,,,netgear_overflow.rb,exp/routers/netgear/netgear_overflow.rb,Ruby,Netgear,路由设备,versions 1.0.0.34 and 1.0.0.18,NETGEAR WNR2000v5 - 'hidden_lang_avi' Remote Stack Overflow,CVE-2016-10174,2017/3/24,2020/3/9,https://www.exploit-db.com/exploits/41719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/4/3,————,V,routersploit/routersploit/modules/exploits/routers/dlink/cve_2017_6206_add.py,,cve_2017_6206_add.py,exp/routers/D-Link/cve_2017_6206_add.py,Python,D-Link,路由设备,D-Link DGS-1510,D-Link DGS-1510 - Multiple Vulnerabilities,CVE-2017-6206,2017/3/20,2020/3/9,https://www.exploit-db.com/exploits/41662,Webapps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/4/3,————,V,routersploit/routersploit/modules/exploits/routers/dlink/cve_2017_6206_info.py,,cve_2017_6206_info.py,exp/routers/D-Link/cve_2017_6206_info.py,Python,D-Link,路由设备,D-Link DGS-1510,D-Link DGS-1510 - Multiple Vulnerabilities,CVE-2017-6206,2017/3/20,2020/3/9,https://www.exploit-db.com/exploits/41662,Webapps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/4/3,————,V,routersploit/routersploit/modules/exploits/routers/SchneiderElectric/cve_2017_6019.py,,cve_2017_6019.py,exp/communication/SchneiderElectric/cve_2017_6019.py,Python,SchneiderElectric,通讯设备, versions prior to V3.03 BN 830,Conext ComBox 865-1058 - Denial of Service,CVE-2017-6019,2017/3/2,2020/3/9,https://www.exploit-db.com/exploits/41537,Dos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/29,————,V,routersploit/routersploit/modules/exploits/routers/netgear/cve_2017_6334.py,,cve_2017_6334.py,exp/routers/Netgear/cve_2017_6334.py,Ruby,Netgear,路由设备,DGN2200v1/v2/v3/v4,NETGEAR DGN2200v1/v2/v3/v4 - 'dnslookup.cgi' Remote Command Execution,CVE-2017-6334,2017/2/25,2020/3/9,https://www.exploit-db.com/exploits/41459,Webapps,连接失败,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,————,,,,cve_2017_5174.rb,exp/cam/Geutebruck/cve_2017_5174.rb,Ruby,Geutebruck 5.02024 G-Cam/EFD-2250,网络摄像头,Geutebruck 5.02024 G-Cam/EFD-2250,Geutebruck 5.02024 G-Cam/EFD-2250 - 'testaction.cgi' Remote Command Execution,CVE-2017-5174;CVE-2017-5173,2017/2/15,2020/3/9,https://www.exploit-db.com/exploits/41360,Webapps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,C,Cisco,VPN,,Cisco ASA - WebVPN CIFS Handling Buffer Overflow,CVE-2017-3807,2017/2/15,2020/3/9,https://www.exploit-db.com/exploits/41369,Dos,poc 未调试成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,————,,,,CVE-2006-6538.c,exp\routers\D-Link\CVE-2006-6538.c,C,D-Link,路由设备,DWL-2000AP 2.11,D-Link DWL-2000AP 2.11 - ARP Flood Remote Denial of Service,CVE-2006-6538,2006/12/11,2020/3/13,https://www.exploit-db.com/exploits/2915,Dos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/4/3,————,V,routersploit/routersploit/modules/exploits/routers/Hewlett-Packard/HP_Printer_FTP_Print_Server_2_4_5-LIST_Buffer_Overflow.py,,HP Printer FTP Print Server 2.4.5 - 'LIST' Buffer Overflow.py,exp\printer\Hewlett-Packard\HP Printer FTP Print Server 2.4.5 - 'LIST' Buffer Overflow.py,Python,Hewlett-Packard,打印机,FTP Print Server 2.4.5,HP Printer FTP Print Server 2.4.5 - 'LIST' Buffer Overflow,————————,2006/12/19,2020/3/13,https://www.exploit-db.com/exploits/29297,Dos,https://www.securityfocus.com/bid/21666/info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/4/3,————,V,routersploit/routersploit/modules/exploits/routers/Hewlett-Packard/Hewlett-Packard(HP)FTP_Print_Server _2_4_5_Buffer_Overflow(PoC).py,,Hewlett-Packard (HP) FTP Print Server 2.4.5 - Buffer Overflow (PoC).py,exp\printer\Hewlett-Packard\Hewlett-Packard (HP) FTP Print Server 2.4.5 - Buffer Overflow (PoC).py,Python,Hewlett-Packard,打印机,FTP Print Server 2.4.5,Hewlett-Packard (HP) FTP Print Server 2.4.5 - Buffer Overflow (PoC),————————,2006/12/19,2020/3/13,https://www.exploit-db.com/exploits/2961,Dos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,————,,,,D-Link TFTP 1.0 - Transporting Mode Remote Buffer Overflow .rb,,Ruby,D-Link,路由设备,TFTP 1.0,D-Link TFTP 1.0 - Transporting Mode Remote Buffer Overflow,CVE-2007-1435,2007/3/12,2020/3/13,https://www.exploit-db.com/exploits/29735,Remote,https://www.securityfocus.com/bid/22923/info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,————,,,,ZYXEL Router 3.40 Zynos - SMB Data Handling Denial of Service.txt,,,ZYXEL,路由设备,3.4,ZYXEL Router 3.40 Zynos - SMB Data Handling Denial of Service,CVE-2007-1586,2007/3/20,2020/3/13,https://www.exploit-db.com/exploits/29767,Dos,后续需编写POC  https://www.securityfocus.com/bid/23061/info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,————,,,,Cisco Phone 79407960 - 'SIP INVITE' Remote Denial of Service .pl,,Perl,Cisco,通讯设备,Phone 7940/7960,Cisco Phone 7940/7960 - 'SIP INVITE' Remote Denial of Service,CVE-2007-1542,2007/3/20,2020/3/13,https://www.exploit-db.com/exploits/3526,Dos,失败原因：脚本运行错误,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,Orinoco,路由设备,Orinoco OEM Residential Gateway,Orinoco OEM Residential Gateway - SNMP Community String Remote Configuration,CVE-2002-0812,2002/8/9,2020/3/13,https://www.exploit-db.com/exploits/21699,Remote,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,LG,路由设备,LG LR3100p 1.30 Series Router ,LG LR3100p 1.30 Series Router - IP Packet Flags Denial of Service,————————,2002/8/22,2020/3/13,https://www.exploit-db.com/exploits/21736,Dos,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,Belkin,路由设备,Belkin F5D6130 Wireless Network Access Point,Belkin F5D6130 Wireless Network Access Point - SNMP Request Denial of Service,CVE-2002-1811,2002/8/26,2020/3/13,https://www.exploit-db.com/exploits/21756,Dos,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,Cisco,VPN,Cisco VPN 3000 Series Concentrator Client,Cisco VPN 3000 Series Concentrator Client - Authentication Denial of Service,CVE-2002-1101,2002/9/3,2020/3/13,https://www.exploit-db.com/exploits/21770,Dos,poc运行未成功，未修改成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,Enterasys ,电话适配器,Enterasys SSR8000 SmartSwitch,Enterasys SSR8000 SmartSwitch - Port Scan Denial of Service,CVE-2002-1501,2002/9/13,2020/3/13,https://www.exploit-db.com/exploits/21791,Dos,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,HP,管理软件,HP Compaq Insight Manager,HP Compaq Insight Manager - Web Interface Cross-Site Scripting,CVE-2002-2422,2002/9/23,2020/3/13,https://www.exploit-db.com/exploits/21827,Remote,跨站脚本攻击,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,HP,交换机,HP Procurve 4000M Switch,HP Procurve 4000M Switch - Device Reset Denial of Service,CVE-2002-1147,2002/9/24,2020/3/13,https://www.exploit-db.com/exploits/21828,Dos,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,Polycom,视频通信,Polycom ViaVideo 2.2/3.0 ,Polycom ViaVideo 2.2/3.0 - Denial of Service,CVE-2002-1906,2002/10/15,2020/3/13,https://www.exploit-db.com/exploits/21939,Dos,dos攻击,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,Samsung,打印机,Samsung ml85p Printer Driver 1.0,Samsung ml85p Printer Driver 1.0 - Insecure Temporary File Creation (3),CVE-2001-1177,2001/7/10,2020/3/10,https://www.exploit-db.com/exploits/21001,Local,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,Samsung,打印机,Samsung ml85p Printer Driver 1.0,Samsung ml85p Printer Driver 1.0 - Insecure Temporary File Creation (2),CVE-2001-1177,2001/7/10,2020/3/10,https://www.exploit-db.com/exploits/21000,Local,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,Samsung,打印机,Samsung ml85p Printer Driver 1.0,Samsung ml85p Printer Driver 1.0 - Insecure Temporary File Creation (1),CVE-2001-1177,2001/7/10,2020/3/10,https://www.exploit-db.com/exploits/20999,Local,poc运行未成功，未修改成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,3Com,集线器,3Com SuperStack II PS Hub 40 ,3Com SuperStack II PS Hub 40 - TelnetD Weak Password Protection,CVE-2001-1291,2001/7/12,2020/3/10,https://www.exploit-db.com/exploits/21011,Remote,暴力破解,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,Check Point,防火墙,Check Point Firewall-1 4.x,Check Point Firewall-1 4.x - SecuRemote Internal Interface Address Information Leakage,CVE-2003-0757,2001/7/17,2020/3/10,https://www.exploit-db.com/exploits/23087,Dos,poc运行未成功，未修改成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/4/3,————,V,routersploit/routersploit/modules/exploits/routers/Check_point/CVE-2001-1303.pl,,CVE-2001-1303.pl,exp/firewall/Check_Point/CVE-2001-1303.pl,Perl,Check Point,防火墙,Check Point Firewall-1 4 Securemote,Check Point Firewall-1 4 Securemote - Network Information Leak,CVE-2001-1303,2001/7/17,2020/3/10,https://www.exploit-db.com/exploits/21015,Remote,poc运行成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,————,,,,CVE-2001-1097.pl,exp/management/Cisco/CVE-2001-1097.pl,Perl,Cisco,管理软件,Cisco IOS 12,Cisco IOS 12 - UDP Denial of Service,CVE-2001-1097,2001/7/25,2020/3/10,https://www.exploit-db.com/exploits/21028,Dos,poc运行成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,Cisco,管理软件,Cisco CBOS 2.x ,Cisco CBOS 2.x - Multiple TCP Connection Denial of Service Vulnerabilities,CVE-2001-1064,2001/8/23,2020/3/10,https://www.exploit-db.com/exploits/21092,Dos,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/29,————,V,routersploit/routersploit/modules/exploits/routers/3com/CVE-2001-0740.c,,CVE-2001-0740.c,exp/routers/3Com/CVE-2001-0740.c,C,3Com,路由设备,3Com OfficeConnect DSL Router 812 1.1.7/840 1.1.7 ,3Com OfficeConnect DSL Router 812 1.1.7/840 1.1.7 - HTTP Port Router Denial of Service,CVE-2001-0740,2001/9/21,2020/3/10,https://www.exploit-db.com/exploits/20847,Dos,poc运行成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,ZYXEL,路由设备,ZYXEL Prestige 681 SDSL Router,ZYXEL Prestige 681 SDSL Router - IP Fragment Reassembly,CVE-2001-1194,2001/12/18,2020/3/11,https://www.exploit-db.com/exploits/21186,Remote,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/4/3,————,V,routersploit/routersploit/modules/exploits/gateway/alteon/CVE-2002-0209.pl,,CVE-2002-0209.pl,exp/management/Alteon/CVE-2002-0209.pl,Perl,Alteon,管理软件,Alteon AceDirector ,Alteon AceDirector - Half-Closed HTTP Request IP Address Revealing,CVE-2002-0209,2001/12/20,2020/3/11,https://www.exploit-db.com/exploits/21243,Remote,poc运行成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,HP,集线器,HP AdvanceStack Switch,HP AdvanceStack Switch - Authentication Bypass,CVE-2002-0250,2002/2/8,2020/3/11,https://www.exploit-db.com/exploits/21285,Remote,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,Cisco,管理软件,Cisco IOS 11/12,Cisco IOS 11/12 - SNMP Message Denial of Service,CVE-2002-0013,2002/2/12,2020/3/11,https://www.exploit-db.com/exploits/21296,Dos,poc运行未成功，未修改成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,Nortel ,交换机,Nortel CVX 1800 Multi,Nortel CVX 1800 Multi-Service Access Switch - Default SNMP Community,CVE-2002-0540,2002/4/15,2020/3/11,https://www.exploit-db.com/exploits/21378,Remote,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,Cisco,电话适配器,Cisco ATA-186,Cisco ATA-186 - HTTP Device Configuration Disclosure,CVE-2002-0769,2002/5/9,2020/3/11,https://www.exploit-db.com/exploits/21441,Remote,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,Cisco,管理软件,Cisco IDS Device Manager 3.1.1,Cisco IDS Device Manager 3.1.1 - Arbitrary File Read Access,CVE-2002-0908,2002/5/17,2020/3/11,https://www.exploit-db.com/exploits/21456,Remote,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
